"Stec ID","Activity","Start datetime","Destination","Status","Activity instance"," order","Throughput time case","Processing time case"
"133312","Test",2021-03-10,"USA","Start","14136",14136,0,0
"133313","Test",2021-03-10,"USA","Start","14137",14137,0,0
"133314","Test",2021-03-10,"Others","Start","14138",14138,0,0
"133315","Test",2021-03-10,"Others","Start","14139",14139,0,0
"133316","Test",2021-03-10,"USA","Start","14140",14140,0,0
"133317","Test",2021-03-10,"USA","Start","14141",14141,0,0
"133318","Test",2021-03-10,"Others","Start","14142",14142,0,0
"133319","Test",2021-03-10,"Others","Start","14143",14143,0,0
"133320","Test",2021-03-10,"Others","Start","14144",14144,1,0
"133321","Test",2021-03-13,"Others","Start","14145",14145,1,0
"133322","Test",2021-03-11,"USA","Start","14146",14146,0,0
"133323","Test",2021-03-11,"USA","Start","14147",14147,2,0
"133324","Test",2021-03-11,"USA","Start","14148",14148,2,0
"133325","Test",2021-03-12,"USA","Start","14149",14149,2,0
"133326","Test",2021-03-12,"USA","Start","14150",14150,2,0
"133327","Test",2021-03-12,"USA","Start","14151",14151,2,0
"133328","Test",2021-03-13,"USA","Start","14152",14152,2,0
"133329","Test",2021-03-13,"USA","Start","14153",14153,2,0
"133330","Test",2021-03-12,"USA","Start","14154",14154,2,0
"133331","Test",2021-03-12,"USA","Start","14155",14155,2,0
"133332","Test",2021-03-12,"USA","Start","14156",14156,2,0
"133333","Test",2021-03-12,"USA","Start","14157",14157,2,0
"133334","Test",2021-03-12,"USA","Start","14158",14158,2,0
"133335","Test",2021-03-12,"Others","Start","14159",14159,1,0
"133336","Test",2021-03-12,"Others","Start","14160",14160,1,0
"133337","Test",2021-03-12,"USA","Start","14161",14161,1,0
"133338","Test",2021-03-12,"Others","Start","14162",14162,1,0
"133339","Test",2021-03-12,"USA","Start","14163",14163,1,0
"133340","Test",2021-03-12,"Others","Start","14164",14164,1,0
"133341","Test",2021-03-12,"Others","Start","14165",14165,1,0
"133342","Test",2021-03-12,"Others","Start","14166",14166,1,0
"133343","Test",2021-02-22,"Canada","Start","14167",14167,3,0
"133344","Test",2021-02-23,"Canada","Start","14168",14168,1,0
"133345","Test",2021-03-05,"Others","Start","14169",14169,1,0
"133346","Test",2021-03-02,"Others","Start","14170",14170,1,0
"133347","Test",2021-03-05,"Others","Start","14171",14171,3,0
"133348","Test",2021-03-08,"Others","Start","14172",14172,3,0
"133349","Test",2021-03-08,"Others","Start","14173",14173,0,0
"133350","Test",2021-03-08,"Others","Start","14174",14174,3,0
"133351","Test",2021-03-05,"Others","Start","14175",14175,4,0
"133352","Test",2021-03-05,"USA","Start","14176",14176,0,0
"133353","Test",2021-03-09,"Others","Start","14177",14177,0,0
"133354","Test",2021-03-09,"Others","Start","14178",14178,0,0
"133355","Test",2021-03-04,"Others","Start","14179",14179,4,0
"133358","Test",2021-03-11,"Others","Start","14180",14180,0,0
"133359","Test",2021-03-11,"Others","Start","14181",14181,0,0
"133360","Test",2021-03-11,"Others","Start","14182",14182,0,0
"133361","Test",2021-03-11,"Others","Start","14183",14183,0,0
"133362","Test",2021-03-13,"Others","Start","14184",14184,1,0
"133363","Test",2021-03-13,"Others","Start","14185",14185,1,0
"133379","Test",2021-03-09,"Others","Start","14186",14186,1,0
"133380","Test",2021-03-09,"Others","Start","14187",14187,0,0
"133381","Test",2021-03-09,"Others","Start","14188",14188,0,0
"133382","Test",2021-03-09,"Others","Start","14189",14189,0,0
"133383","Test",2021-03-12,"Others","Start","14190",14190,1,0
"133384","Test",2021-03-12,"Others","Start","14191",14191,1,0
"133385","Test",2021-03-12,"Others","Start","14192",14192,1,0
"133386","Test",2021-03-12,"USA","Start","14193",14193,36.0416666666667,0
"133387","Test",2021-03-13,"USA","Start","14194",14194,2,0
"133388","Test",2021-03-13,"USA","Start","14195",14195,2,0
"133389","Test",2021-03-13,"USA","Start","14196",14196,2,0
"133390","Test",2021-03-13,"USA","Start","14197",14197,2,0
"133391","Test",2021-03-13,"Others","Start","14198",14198,1,0
"133392","Test",2021-03-12,"USA","Start","14199",14199,0,0
"133393","Test",2021-03-15,"Others","Start","14200",14200,0,0
"133394","Test",2021-03-15,"Others","Start","14201",14201,0,0
"133395","Test",2021-03-15,"Others","Start","14202",14202,0,0
"133396","Test",2021-03-15,"Others","Start","14203",14203,0,0
"133398","Test",2021-03-15,"Others","Start","14204",14204,0,0
"133399","Test",2021-03-15,"Others","Start","14205",14205,0,0
"133400","Test",2021-03-15,"Others","Start","14206",14206,0,0
"133401","Test",2021-03-11,"Others","Start","14207",14207,1,0
"133402","Test",2021-03-11,"Others","Start","14208",14208,0,0
"133403","Test",2021-03-11,"Others","Start","14209",14209,0,0
"133404","Test",2021-03-12,"Others","Start","14210",14210,0,0
"133405","Test",2021-03-12,"Others","Start","14211",14211,0,0
"133406","Test",2021-03-15,"Others","Start","14212",14212,0,0
"133408","Test",2021-02-12,"Others","Start","14213",14213,1,0
"133409","Test",2021-02-25,"Others","Start","14214",14214,1,0
"133410","Test",2021-02-25,"Others","Start","14215",14215,1,0
"133411","Test",2021-02-25,"Others","Start","14216",14216,1,0
"133412","Test",2021-02-26,"USA","Start","14217",14217,1,0
"133413","Test",2021-02-26,"USA","Start","14218",14218,1,0
"133414","Test",2021-03-02,"Others","Start","14219",14219,4,0
"133415","Test",2021-03-12,"USA","Start","14220",14220,1,0
"133416","Test",2021-03-12,"USA","Start","14221",14221,1,0
"133417","Test",2021-03-12,"USA","Start","14222",14222,1,0
"133418","Test",2021-03-12,"USA","Start","14223",14223,1,0
"133419","Test",2021-03-11,"USA","Start","14224",14224,1,0
"133420","Test",2021-03-12,"USA","Start","14225",14225,0,0
"133421","Test",2021-03-12,"USA","Start","14226",14226,0,0
"133424","Test",2021-02-23,"Others","Start","14227",14227,4,0
"133425","Test",2021-02-25,"Others","Start","14228",14228,2,0
"133426","Test",2021-03-13,"Others","Start","14229",14229,2,0
"133427","Test",2021-03-12,"Others","Start","14230",14230,0,0
"133428","Test",2021-03-12,"USA","Start","14231",14231,0,0
"133429","Test",2021-03-12,"Others","Start","14232",14232,0,0
"133430","Test",2021-03-12,"Others","Start","14233",14233,0,0
"133431","Test",2021-03-12,"Others","Start","14234",14234,0,0
"133432","Test",2021-03-16,"USA","Start","14235",14235,0,0
"133433","Test",2021-03-16,"USA","Start","14236",14236,0,0
"133434","Test",2021-03-16,"USA","Start","14237",14237,0,0
"133435","Test",2021-03-16,"USA","Start","14238",14238,0,0
"133436","Test",2021-03-16,"USA","Start","14239",14239,0,0
"133437","Test",2021-03-09,"Others","Start","14240",14240,1,0
"133438","Test",2021-03-09,"USA","Start","14241",14241,1,0
"133439","Test",2021-03-10,"Others","Start","14242",14242,1,0
"133440","Test",2021-03-10,"Others","Start","14243",14243,1,0
"133441","Test",2021-03-12,"USA","Start","14244",14244,3,0
"133442","Test",2021-03-12,"USA","Start","14245",14245,3,0
"133443","Test",2021-03-12,"Others","Start","14246",14246,1,0
"133444","Test",2021-03-12,"Others","Start","14247",14247,1,0
"133445","Test",2021-03-13,"Others","Start","14248",14248,1,0
"133446","Test",2021-03-13,"Others","Start","14249",14249,1,0
"133447","Test",2021-03-13,"Others","Start","14250",14250,1,0
"133448","Test",2021-03-11,"Others","Start","14251",14251,0,0
"133449","Test",2021-03-12,"Others","Start","14252",14252,1,0
"133450","Test",2021-03-12,"Others","Start","14253",14253,0,0
"133451","Test",2021-03-16,"Others","Start","14254",14254,1,0
"133452","Test",2021-03-16,"USA","Start","14255",14255,1,0
"133453","Test",2021-03-16,"Others","Start","14256",14256,1,0
"133454","Test",2021-03-13,"USA","Start","14257",14257,2,0
"133455","Test",2021-03-13,"USA","Start","14258",14258,2,0
"133456","Test",2021-03-16,"USA","Start","14259",14259,0,0
"133457","Test",2021-03-16,"USA","Start","14260",14260,0,0
"133458","Test",2021-03-16,"USA","Start","14261",14261,0,0
"133459","Test",2021-03-16,"USA","Start","14262",14262,0,0
"133460","Test",2021-03-16,"USA","Start","14263",14263,0,0
"133461","Test",2021-03-16,"Others","Start","14264",14264,0,0
"133462","Test",2021-03-16,"Others","Start","14265",14265,0,0
"133463","Test",2021-03-15,"USA","Start","14266",14266,0,0
"133464","Test",2021-03-15,"USA","Start","14267",14267,0,0
"133465","Test",2021-03-15,"USA","Start","14268",14268,0,0
"133466","Test",2021-03-15,"USA","Start","14269",14269,0,0
"133467","Test",2021-03-15,"USA","Start","14270",14270,0,0
"133468","Test",2021-02-27,"EU","Start","14271",14271,2,0
"133469","Test",2021-03-10,"Others","Start","14272",14272,5,0
"133470","Test",2021-03-09,"Others","Start","14273",14273,4,0
"133471","Test",2021-03-11,"Others","Start","14274",14274,2,0
"133472","Test",2021-03-11,"Others","Start","14275",14275,1,0
"133473","Test",2021-03-14,"Others","Start","14276",14276,1,0
"133474","Test",2021-03-12,"Others","Start","14277",14277,1,0
"133475","Test",2021-03-12,"Others","Start","14278",14278,1,0
"133476","Test",2021-03-12,"Others","Start","14279",14279,1,0
"133477","Test",2021-03-11,"USA","Start","14280",14280,0,0
"133478","Test",2021-03-12,"Others","Start","14281",14281,0,0
"133479","Test",2021-03-12,"Others","Start","14282",14282,0,0
"133480","Test",2021-03-15,"USA","Start","14283",14283,0,0
"133481","Test",2021-03-15,"Others","Start","14284",14284,0,0
"133482","Test",2021-03-13,"Others","Start","14285",14285,1,0
"133483","Test",2021-03-13,"Others","Start","14286",14286,1,0
"133484","Test",2021-03-13,"Others","Start","14287",14287,1,0
"133485","Test",2021-02-25,"Others","Start","14288",14288,1,0
"133486","Test",2021-03-15,"USA","Start","14289",14289,0,0
"133487","Test",2021-03-15,"USA","Start","14290",14290,0,0
"133488","Test",2021-03-15,"USA","Start","14291",14291,0,0
"133499","Test",2021-03-12,"USA","Start","14292",14292,2,0
"133500","Test",2021-03-03,"USA","Start","14293",14293,1,0
"133501","Test",2021-03-04,"USA","Start","14294",14294,0,0
"133502","Test",2021-03-04,"USA","Start","14295",14295,0,0
"133503","Test",2021-03-05,"USA","Start","14296",14296,2,0
"133504","Test",2021-03-05,"USA","Start","14297",14297,1,0
"133505","Test",2021-03-05,"USA","Start","14298",14298,0,0
"133506","Test",2021-03-05,"USA","Start","14299",14299,0,0
"133507","Test",2021-03-09,"USA","Start","14300",14300,0,0
"133508","Test",2021-03-15,"USA","Start","14301",14301,0,0
"133509","Test",2021-03-17,"Others","Start","14302",14302,1,0
"133510","Test",2021-03-17,"Others","Start","14303",14303,1,0
"133512","Test",2021-03-15,"USA","Start","14304",14304,1,0
"133513","Test",2021-03-15,"USA","Start","14305",14305,1,0
"133515","Test",2021-03-15,"Others","Start","14306",14306,0,0
"133516","Test",2021-03-16,"USA","Start","14307",14307,0,0
"133517","Test",2021-03-16,"USA","Start","14308",14308,0,0
"133518","Test",2021-03-16,"USA","Start","14309",14309,0,0
"133519","Test",2021-03-16,"USA","Start","14310",14310,0,0
"133520","Test",2021-03-16,"USA","Start","14311",14311,0,0
"133521","Test",2021-03-17,"Others","Start","14312",14312,1,0
"133522","Test",2021-03-16,"USA","Start","14313",14313,0,0
"133523","Test",2021-03-16,"USA","Start","14314",14314,0,0
"133524","Test",2021-03-16,"USA","Start","14315",14315,0,0
"133525","Test",2021-03-17,"USA","Start","14316",14316,2,0
"133526","Test",2021-03-17,"Others","Start","14317",14317,1,0
"133527","Test",2021-03-17,"Others","Start","14318",14318,1,0
"133528","Test",2021-03-17,"Others","Start","14319",14319,1,0
"133529","Test",2021-03-17,"Others","Start","14320",14320,1,0
"133530","Test",2021-03-17,"Others","Start","14321",14321,1,0
"133531","Test",2021-03-17,"Others","Start","14322",14322,1,0
"133532","Test",2021-02-25,"Others","Start","14323",14323,2,0
"133533","Test",2021-02-26,"USA","Start","14324",14324,1,0
"133534","Test",2021-02-27,"Others","Start","14325",14325,2,0
"133535","Test",2021-02-27,"Others","Start","14326",14326,1,0
"133536","Test",2021-02-27,"USA","Start","14327",14327,2,0
"133537","Test",2021-02-27,"Others","Start","14328",14328,1,0
"133538","Test",2021-03-02,"Others","Start","14329",14329,1,0
"133539","Test",2021-03-03,"Others","Start","14330",14330,1,0
"133540","Test",2021-03-04,"Others","Start","14331",14331,1,0
"133541","Test",2021-03-04,"USA","Start","14332",14332,1,0
"133542","Test",2021-03-05,"USA","Start","14333",14333,2,0
"133543","Test",2021-03-05,"Others","Start","14334",14334,1,0
"133544","Test",2021-03-05,"Others","Start","14335",14335,1,0
"133545","Test",2021-03-06,"Others","Start","14336",14336,1,0
"133546","Test",2021-03-09,"Others","Start","14337",14337,1,0
"133547","Test",2021-03-09,"Others","Start","14338",14338,1,0
"133548","Test",2021-03-09,"USA","Start","14339",14339,1,0
"133549","Test",2021-03-09,"USA","Start","14340",14340,1,0
"133550","Test",2021-03-11,"Others","Start","14341",14341,1,0
"133551","Test",2021-03-11,"Others","Start","14342",14342,1,0
"133552","Test",2021-03-11,"Others","Start","14343",14343,1,0
"133553","Test",2021-03-12,"Others","Start","14344",14344,1,0
"133554","Test",2021-03-12,"Others","Start","14345",14345,1,0
"133555","Test",2021-03-13,"USA","Start","14346",14346,2,0
"133556","Test",2021-03-13,"USA","Start","14347",14347,1,0
"133557","Test",2021-03-13,"Others","Start","14348",14348,1,0
"133558","Test",2021-03-13,"Others","Start","14349",14349,1,0
"133559","Test",2021-03-11,"Others","Start","14350",14350,1,0
"133560","Test",2021-03-10,"Others","Start","14351",14351,1,0
"133561","Test",2021-03-12,"Others","Start","14352",14352,1,0
"133562","Test",2021-03-12,"Others","Start","14353",14353,1,0
"133563","Test",2021-03-18,"USA","Start","14354",14354,0,0
"133564","Test",2021-03-18,"USA","Start","14355",14355,0,0
"133565","Test",2021-03-18,"USA","Start","14356",14356,0,0
"133566","Test",2021-03-18,"USA","Start","14357",14357,0,0
"133567","Test",2021-03-18,"USA","Start","14358",14358,0,0
"133568","Test",2021-03-17,"USA","Start","14359",14359,1,0
"133569","Test",2021-03-17,"USA","Start","14360",14360,1,0
"133570","Test",2021-03-17,"USA","Start","14361",14361,1,0
"133571","Test",2021-03-17,"Canada","Start","14362",14362,0,0
"133572","Test",2021-03-17,"Canada","Start","14363",14363,0,0
"133573","Test",2021-03-18,"USA","Start","14364",14364,0,0
"133574","Test",2021-03-16,"USA","Start","14365",14365,0,0
"133575","Test",2021-03-17,"Others","Start","14366",14366,0,0
"133576","Test",2021-03-18,"Others","Start","14367",14367,1,0
"133577","Test",2021-03-18,"Others","Start","14368",14368,1,0
"133578","Test",2021-03-18,"Others","Start","14369",14369,1,0
"133579","Test",2021-03-18,"Others","Start","14370",14370,1,0
"133580","Test",2021-03-03,"USA","Start","14371",14371,0,0
"133581","Test",2021-03-18,"Others","Start","14372",14372,1,0
"133582","Test",2021-03-03,"USA","Start","14373",14373,0,0
"133583","Test",2021-03-03,"USA","Start","14374",14374,0,0
"133584","Test",2021-03-18,"Others","Start","14375",14375,1,0
"133585","Test",2021-03-18,"Others","Start","14376",14376,1,0
"133586","Test",2021-03-12,"USA","Start","14377",14377,0,0
"133587","Test",2021-03-18,"Others","Start","14378",14378,1,0
"133588","Test",2021-03-18,"Others","Start","14379",14379,1,0
"133589","Test",2021-03-18,"Others","Start","14380",14380,0,0
"133590","Test",2021-03-18,"Others","Start","14381",14381,0,0
"133591","Test",2021-03-18,"Others","Start","14382",14382,0,0
"133592","Test",2021-03-18,"Others","Start","14383",14383,0,0
"133593","Test",2021-03-17,"Others","Start","14384",14384,2,0
"133594","Test",2021-03-17,"USA","Start","14385",14385,2,0
"133595","Test",2021-03-17,"USA","Start","14386",14386,2,0
"133596","Test",2021-03-18,"USA","Start","14387",14387,2,0
"133597","Test",2021-03-18,"Others","Start","14388",14388,1,0
"133598","Test",2021-03-18,"Others","Start","14389",14389,1,0
"133599","Test",2021-03-18,"Others","Start","14390",14390,1,0
"133600","Test",2021-03-18,"Others","Start","14391",14391,1,0
"133601","Test",2021-03-18,"Others","Start","14392",14392,1,0
"133602","Test",2021-03-10,"Others","Start","14393",14393,2,0
"133603","Test",2021-03-10,"Others","Start","14394",14394,2,0
"133604","Test",2021-03-13,"Others","Start","14395",14395,2,0
"133605","Test",2021-03-16,"Others","Start","14396",14396,4,0
"133606","Test",2021-03-18,"USA","Start","14397",14397,2,0
"133607","Test",2021-03-16,"USA","Start","14398",14398,1,0
"133608","Test",2021-03-05,"Others","Start","14399",14399,1,0
"133610","Test",2021-03-18,"Others","Start","14400",14400,1,0
"133611","Test",2021-03-18,"Others","Start","14401",14401,1,0
"133612","Test",2021-03-18,"USA","Start","14402",14402,1,0
"133613","Test",2021-03-17,"Others","Start","14403",14403,0,0
"133614","Test",2021-03-17,"USA","Start","14404",14404,0,0
"133615","Test",2021-03-14,"USA","Start","14405",14405,2,0
"133616","Test",2021-03-14,"USA","Start","14406",14406,2,0
"133617","Test",2021-03-17,"USA","Start","14407",14407,2,0
"133618","Test",2021-03-18,"USA","Start","14408",14408,2,0
"133619","Test",2021-03-18,"USA","Start","14409",14409,2,0
"133620","Test",2021-03-18,"USA","Start","14410",14410,2,0
"133621","Test",2021-03-18,"USA","Start","14411",14411,2,0
"133622","Test",2021-03-18,"USA","Start","14412",14412,2,0
"133623","Test",2021-03-19,"USA","Start","14413",14413,2,0
"133624","Test",2021-03-19,"USA","Start","14414",14414,2,0
"133625","Test",2021-03-20,"USA","Start","14415",14415,2,0
"133626","Test",2021-03-19,"Others","Start","14416",14416,0,0
"133627","Test",2021-02-26,"USA","Start","14417",14417,1,0
"133628","Test",2021-03-19,"Others","Start","14418",14418,0,0
"133629","Test",2021-03-19,"Others","Start","14419",14419,0,0
"133630","Test",2021-03-19,"Others","Start","14420",14420,0,0
"133631","Test",2021-03-19,"Others","Start","14421",14421,0,0
"133632","Test",2021-03-17,"Others","Start","14422",14422,0,0
"133633","Test",2021-03-10,"Others","Start","14423",14423,1,0
"133634","Test",2021-03-03,"Others","Start","14424",14424,1,0
"133635","Test",2021-03-04,"Others","Start","14425",14425,1,0
"133636","Test",2021-03-04,"Others","Start","14426",14426,1,0
"133637","Test",2021-03-09,"Others","Start","14427",14427,1,0
"133638","Test",2021-03-12,"Others","Start","14428",14428,1,0
"133639","Test",2021-03-13,"Others","Start","14429",14429,1,0
"133640","Test",2021-03-10,"Others","Start","14430",14430,1,0
"133641","Test",2021-03-18,"Others","Start","14431",14431,0,0
"133642","Test",2021-03-18,"Others","Start","14432",14432,0,0
"133643","Test",2021-03-18,"Others","Start","14433",14433,0,0
"133644","Test",2021-03-19,"Others","Start","14434",14434,1,0
"133645","Test",2021-03-19,"Others","Start","14435",14435,1,0
"133646","Test",2021-03-24,"Others","Start","14436",14436,6,0
"133647","Test",2021-03-19,"Others","Start","14437",14437,1,0
"133648","Test",2021-03-24,"Others","Start","14438",14438,6,0
"133649","Test",2021-03-19,"Others","Start","14439",14439,1,0
"133650","Test",2021-03-19,"Others","Start","14440",14440,1,0
"133651","Test",2021-03-19,"USA","Start","14441",14441,3,0
"133652","Test",2021-03-19,"Others","Start","14442",14442,2,0
"133653","Test",2021-03-19,"USA","Start","14443",14443,1,0
"133654","Test",2021-03-19,"USA","Start","14444",14444,1,0
"133655","Test",2021-03-18,"Others","Start","14445",14445,2,0
"133656","Test",2021-03-19,"Others","Start","14446",14446,0,0
"133657","Test",2021-03-19,"USA","Start","14447",14447,0,0
"133658","Test",2021-03-20,"Others","Start","14448",14448,1,0
"133659","Test",2021-03-20,"Others","Start","14449",14449,1,0
"133660","Test",2021-03-20,"Others","Start","14450",14450,1,0
"133661","Test",2021-03-20,"Others","Start","14451",14451,1,0
"133662","Test",2021-03-20,"Canada","Start","14452",14452,1,0
"133663","Test",2021-03-17,"USA","Start","14453",14453,0,0
"133664","Test",2021-03-17,"USA","Start","14454",14454,0,0
"133665","Test",2021-03-17,"USA","Start","14455",14455,0,0
"133666","Test",2021-03-19,"USA","Start","14456",14456,0,0
"133667","Test",2021-03-19,"USA","Start","14457",14457,0,0
"133679","Test",2021-03-19,"Others","Start","14458",14458,0,0
"133680","Test",2021-03-12,"Others","Start","14459",14459,0,0
"133681","Test",2021-03-15,"Others","Start","14460",14460,0,0
"133682","Test",2021-03-16,"Others","Start","14461",14461,0,0
"133683","Test",2021-03-17,"Others","Start","14462",14462,0,0
"133684","Test",2021-03-17,"Others","Start","14463",14463,0,0
"133685","Test",2021-03-17,"Others","Start","14464",14464,0,0
"133686","Test",2021-03-20,"Others","Start","14465",14465,1,0
"133687","Test",2021-03-20,"Others","Start","14466",14466,1,0
"133688","Test",2021-03-19,"Others","Start","14467",14467,1,0
"133689","Test",2021-03-19,"Others","Start","14468",14468,0,0
"133690","Test",2021-03-20,"Others","Start","14469",14469,1,0
"133691","Test",2021-03-22,"Others","Start","14470",14470,0,0
"133692","Test",2021-03-22,"Others","Start","14471",14471,0,0
"133693","Test",2021-03-22,"Others","Start","14472",14472,0,0
"133694","Test",2021-03-22,"Others","Start","14473",14473,0,0
"133695","Test",2021-03-24,"Others","Start","14474",14474,7,0
"133696","Test",2021-03-18,"Others","Start","14475",14475,0,0
"133697","Test",2021-03-21,"USA","Start","14476",14476,2,0
"133698","Test",2021-03-20,"USA","Start","14477",14477,1,0
"133699","Test",2021-03-20,"Canada","Start","14478",14478,1,0
"133700","Test",2021-03-19,"USA","Start","14479",14479,0,0
"133701","Test",2021-03-19,"USA","Start","14480",14480,0,0
"133702","Test",2021-03-22,"USA","Start","14481",14481,0,0
"133703","Test",2021-03-22,"USA","Start","14482",14482,0,0
"133704","Test",2021-03-16,"USA","Start","14483",14483,1,0
"133705","Test",2021-03-16,"USA","Start","14484",14484,1,0
"133706","Test",2021-03-18,"USA","Start","14485",14485,1,0
"133707","Test",2021-03-18,"USA","Start","14486",14486,1,0
"133708","Test",2021-03-18,"USA","Start","14487",14487,0,0
"133709","Test",2021-03-19,"USA","Start","14488",14488,2,0
"133710","Test",2021-03-19,"USA","Start","14489",14489,2,0
"133711","Test",2021-03-19,"USA","Start","14490",14490,2,0
"133712","Test",2021-03-20,"USA","Start","14491",14491,2,0
"133713","Test",2021-03-20,"USA","Start","14492",14492,2,0
"133714","Test",2021-03-20,"USA","Start","14493",14493,2,0
"133715","Test",2021-03-20,"USA","Start","14494",14494,2,0
"133716","Test",2021-03-21,"USA","Start","14495",14495,2,0
"133717","Test",2021-03-21,"USA","Start","14496",14496,2,0
"133718","Test",2021-02-16,"Others","Start","14497",14497,5,0
"133719","Test",2021-03-17,"USA","Start","14498",14498,5,0
"133720","Test",2021-03-16,"Others","Start","14499",14499,1,0
"133721","Test",2021-03-17,"USA","Start","14500",14500,1,0
"133722","Test",2021-03-17,"USA","Start","14501",14501,1,0
"133723","Test",2021-03-18,"Others","Start","14502",14502,1,0
"133725","Test",2021-03-19,"Others","Start","14503",14503,1,0
"133726","Test",2021-03-20,"USA","Start","14504",14504,2,0
"133727","Test",2021-03-20,"USA","Start","14505",14505,1,0
"133728","Test",2021-03-20,"Others","Start","14506",14506,1,0
"133729","Test",2021-03-20,"USA","Start","14507",14507,1,0
"133730","Test",2021-03-22,"USA","Start","14508",14508,6,0
"133731","Test",2021-03-18,"Others","Start","14509",14509,1,0
"133732","Test",2021-03-20,"USA","Start","14510",14510,0,0
"133733","Test",2021-03-16,"USA","Start","14511",14511,4,0
"133734","Test",2021-03-16,"USA","Start","14512",14512,1,0
"133735","Test",2021-03-17,"USA","Start","14513",14513,1,0
"133736","Test",2021-03-18,"USA","Start","14514",14514,2,0
"133737","Test",2021-03-18,"USA","Start","14515",14515,2,0
"133738","Test",2021-03-18,"USA","Start","14516",14516,1,0
"133739","Test",2021-03-19,"USA","Start","14517",14517,2,0
"133740","Test",2021-03-19,"USA","Start","14518",14518,2,0
"133741","Test",2021-03-19,"Others","Start","14519",14519,1,0
"133742","Test",2021-03-19,"USA","Start","14520",14520,0,0
"133743","Test",2021-03-19,"USA","Start","14521",14521,0,0
"133744","Test",2021-03-19,"USA","Start","14522",14522,0,0
"133745","Test",2021-03-19,"USA","Start","14523",14523,0,0
"133746","Test",2021-03-19,"USA","Start","14524",14524,0,0
"133747","Test",2021-03-19,"USA","Start","14525",14525,0,0
"133748","Test",2021-03-23,"USA","Start","14526",14526,0,0
"133749","Test",2021-03-23,"USA","Start","14527",14527,0,0
"133750","Test",2021-03-23,"USA","Start","14528",14528,0,0
"133751","Test",2021-03-23,"USA","Start","14529",14529,0,0
"133752","Test",2021-03-23,"Others","Start","14530",14530,0,0
"133753","Test",2021-03-23,"Others","Start","14531",14531,0,0
"133754","Test",2021-03-21,"USA","Start","14532",14532,2,0
"133755","Test",2021-03-22,"USA","Start","14533",14533,0,0
"133756","Test",2021-03-23,"Others","Start","14534",14534,1,0
"133757","Test",2021-03-22,"USA","Start","14535",14535,0,0
"133758","Test",2021-03-22,"USA","Start","14536",14536,0,0
"133759","Test",2021-03-23,"Others","Start","14537",14537,1,0
"133760","Test",2021-03-23,"Others","Start","14538",14538,1,0
"133761","Test",2021-03-23,"Others","Start","14539",14539,1,0
"133762","Test",2021-03-23,"Others","Start","14540",14540,0,0
"133763","Test",2021-03-23,"USA","Start","14541",14541,0,0
"133764","Test",2021-03-23,"Others","Start","14542",14542,0,0
"133765","Test",2021-03-22,"Others","Start","14543",14543,0,0
"133766","Test",2021-03-22,"Others","Start","14544",14544,0,0
"133767","Test",2021-03-22,"Others","Start","14545",14545,0,0
"133768","Test",2021-03-23,"Others","Start","14546",14546,1,0
"133769","Test",2021-03-17,"Canada","Start","14547",14547,2,0
"133770","Test",2021-03-23,"Others","Start","14548",14548,0,0
"133771","Test",2021-03-23,"Others","Start","14549",14549,0,0
"133779","Test",2021-03-24,"Others","Start","14550",14550,0,0
"133780","Test",2021-03-23,"USA","Start","14551",14551,0,0
"133784","Test",2021-03-24,"Others","Start","14552",14552,1,0
"133785","Test",2021-03-24,"Others","Start","14553",14553,1,0
"133786","Test",2021-03-24,"USA","Start","14554",14554,0,0
"133787","Test",2021-03-05,"USA","Start","14555",14555,2,0
"133788","Test",2021-03-03,"USA","Start","14556",14556,1,0
"133789","Test",2021-03-03,"USA","Start","14557",14557,1,0
"133790","Test",2021-03-04,"USA","Start","14558",14558,1,0
"133791","Test",2021-03-24,"Others","Start","14559",14559,1,0
"133792","Test",2021-03-24,"Others","Start","14560",14560,1,0
"133793","Test",2021-03-24,"Others","Start","14561",14561,1,0
"133794","Test",2021-03-24,"USA","Start","14562",14562,2,0
"133795","Test",2021-03-24,"USA","Start","14563",14563,2,0
"133796","Test",2021-03-24,"USA","Start","14564",14564,2,0
"133797","Test",2021-03-25,"USA","Start","14565",14565,2,0
"133798","Test",2021-03-25,"USA","Start","14566",14566,2,0
"133799","Test",2021-03-25,"USA","Start","14567",14567,2,0
"133800","Test",2021-03-25,"USA","Start","14568",14568,2,0
"133801","Test",2021-03-24,"Others","Start","14569",14569,1,0
"133802","Test",2021-03-24,"Others","Start","14570",14570,1,0
"133803","Test",2021-03-18,"Others","Start","14571",14571,1,0
"133804","Test",2021-03-18,"Others","Start","14572",14572,1,0
"133805","Test",2021-02-03,"USA","Start","14573",14573,0,0
"133807","Test",2021-03-20,"Others","Start","14574",14574,2,0
"133808","Test",2021-03-16,"USA","Start","14575",14575,1,0
"133809","Test",2021-03-19,"Canada","Start","14576",14576,2,0
"133810","Test",2021-03-18,"USA","Start","14577",14577,1,0
"133811","Test",2021-03-23,"USA","Start","14578",14578,1,0
"133812","Test",2021-03-24,"USA","Start","14579",14579,1,0
"133813","Test",2021-03-24,"USA","Start","14580",14580,1,0
"133814","Test",2021-03-08,"USA","Start","14581",14581,0,0
"133815","Test",2021-03-11,"USA","Start","14582",14582,0,0
"133816","Test",2021-03-11,"Others","Start","14583",14583,0,0
"133817","Test",2021-03-11,"Others","Start","14584",14584,0,0
