"Stec ID","Destination","Throughput time","Trace length"
"135082","USA",2,2
"135083","USA",2,2
"135084","USA",2,2
"135085","Others",1,2
"135086","Others",1,2
"135087","Others",1,2
"135088","USA",1,2
"135089","USA",1,2
"135090","Others",1,2
"135091","Others",0,2
"135092","Others",0,2
"135093","USA",1,2
"135094","USA",1,2
"135095","Canada",1,2
"135096","Others",0,2
"135097","Others",0,2
"135098","Others",0,2
"135099","Others",0,2
"135100","Others",0,2
"135101","Others",0,2
"135102","USA",0,2
"135103","USA",0,2
"135104","USA",0,2
"135105","USA",0,2
"135106","USA",0,2
"135107","USA",0,2
"135108","Others",0,2
"135109","Others",0,2
"135110","USA",0,2
"135111","USA",0,2
"135112","USA",0,2
"135113","USA",0,2
"135114","USA",0,2
"135115","Others",0,2
"135116","Others",0,2
"135117","Others",0,2
"135118","USA",0,2
"135119","USA",0,2
"135120","USA",0,2
"135121","USA",0,2
"135122","USA",0,2
"135123","USA",0,2
"135124","Others",0,2
"135125","Others",0,2
"135126","Others",0,2
"135127","Others",0,2
"135128","USA",2,2
"135129","USA",2,2
"135130","USA",2,2
"135131","USA",2,2
"135132","USA",2,2
"135133","Others",2,2
"135134","USA",0,2
"135135","USA",0,2
"135136","USA",0,2
"135137","USA",0,2
"135138","USA",0,2
"135139","USA",0,2
"135140","Others",0,2
"135141","USA",0,2
"135142","Others",0,2
"135143","Others",0,2
"135144","Others",0,2
"135145","Others",0,2
"135146","Others",0,2
"135147","Others",0,2
"135148","Others",1,2
"135149","Others",0,2
"135150","Others",0,2
"135151","Others",0,2
"135152","USA",0,2
"135153","Others",0,2
"135154","Others",0,2
"135155","Others",0,2
"135156","USA",66.0416666666667,2
"135157","USA",5,2
"135158","USA",5,2
"135159","USA",1,2
"135160","Canada",1,2
"135161","Others",1,2
"135162","Canada",1,2
"135163","USA",2,2
"135164","USA",1,2
"135165","USA",1,2
"135166","Others",4,2
"135167","USA",1,2
"135168","Others",0,2
"135169","Others",0,2
"135170","Others",0,2
"135171","Others",0,2
"135172","Others",0,2
"135173","Others",0,2
"135174","USA",0,2
"135175","USA",0,2
"135176","USA",0,2
"135177","USA",0,2
"135178","USA",2,2
"135179","USA",2,2
"135180","USA",2,2
"135181","USA",2,2
"135182","USA",2,2
"135183","Others",0,2
"135184","USA",2,2
"135185","Others",0,2
"135186","USA",0,2
"135187","Others",1,2
"135188","Others",1,2
"135189","Others",0,2
"135190","Others",0,2
"135191","Others",0,2
"135192","Others",0,2
"135193","Others",1,2
"135194","Others",1,2
"135195","Others",1,2
"135196","Others",1,2
"135197","Others",1,2
"135198","USA",0,2
"135199","USA",0,2
"135200","USA",0,2
"135201","USA",0,2
"135202","USA",0,2
"135203","USA",0,2
"135204","Others",0,2
"135205","USA",0,2
"135206","USA",0,2
"135207","USA",0,2
"135208","Others",0,2
"135210","Others",3,2
"135211","USA",1,2
"135212","Others",1,2
"135213","Others",2,2
"135214","Others",1,2
"135215","Others",1,2
"135216","Others",1,2
"135217","USA",1,2
"135218","Others",1,2
"135220","Others",1,2
"135221","Others",1,2
"135222","USA",1,2
"135223","Others",1,2
"135224","Others",1,2
"135225","USA",1,2
"135226","Others",2,2
"135227","USA",2,2
"135228","USA",2,2
"135229","USA",2,2
"135230","Others",8,3
"135231","Others",1,2
"135232","Others",1,2
"135233","Others",1,2
"135234","Others",1,2
"135235","USA",0,2
"135236","USA",0,2
"135237","Others",0,2
"135238","Others",1,2
"135239","Others",1,2
"135240","USA",1,2
"135241","Others",1,2
"135242","USA",1,2
"135243","Others",1,2
"135244","Others",1,2
"135245","Others",0,2
"135246","Others",0,2
"135247","Others",2,2
"135248","Others",0,2
"135249","Others",0,2
"135250","USA",1,2
"135251","USA",0,2
"135252","USA",0,2
"135253","USA",0,2
"135254","USA",1,2
"135255","USA",1,2
"135256","USA",2,2
"135257","Others",2,3
"135258","Others",2,3
"135259","Others",1,3
"135260","Others",2,3
"135261","Others",0,2
"135262","USA",0,2
"135263","USA",0,2
"135264","USA",0,2
"135265","USA",0,2
"135266","USA",0,2
"135267","USA",1,3
"135268","USA",0,2
"135269","USA",0,2
"135270","Others",0,2
"135271","Others",0,2
"135272","Others",0,2
"135273","Others",0,2
"135274","Others",0,2
"135275","Others",0,2
"135276","Others",1,2
"135277","USA",1,2
"135278","Others",1,2
"135279","Others",1,2
"135280","Others",1,2
"135281","Others",1,2
"135282","USA",0,2
"135283","Others",1,2
"135284","Others",1,2
"135285","USA",2,2
"135286","USA",2,2
"135287","USA",2,2
"135288","USA",2,2
"135289","USA",1,2
"135290","Others",0,2
"135291","Others",0,2
"135292","Others",0,2
"135293","Others",0,2
"135294","Others",0,2
"135295","Others",0,2
"135296","Others",0,2
"135297","Others",0,2
"135298","Others",0,2
"135299","Others",0,2
"135300","Others",0,2
"135301","Others",0,2
"135302","Others",0,2
"135304","USA",0,2
"135305","USA",0,2
"135306","USA",0,2
"135307","USA",0,2
"135308","USA",0,2
"135309","USA",2,2
"135310","USA",2,2
"135311","USA",2,2
"135312","USA",2,2
"135313","USA",2,2
"135314","USA",2,2
"135315","USA",2,2
"135316","USA",2,2
"135317","USA",2,2
"135318","USA",2,2
"135319","USA",2,2
"135320","USA",2,2
"135321","USA",2,2
"135322","USA",2,2
"135323","USA",2,2
"135324","Others",2,2
"135325","USA",2,2
"135326","Others",4,2
"135327","Others",4,2
"135328","Others",4,2
"135329","Others",1,2
"135330","Others",1,2
"135331","Others",1,2
"135332","Others",1,2
"135333","Others",1,2
"135334","Others",1,2
"135335","Others",1,2
"135336","Others",1,2
"135337","Others",1,2
"135338","Others",1,2
"135339","Others",1,2
"135340","Others",1,2
"135341","Others",1,2
"135342","Others",1,2
"135343","Others",1,2
"135344","Others",1,2
"135345","Others",1,2
"135346","Others",1,2
"135347","Others",1,2
"135348","Others",2,2
"135349","Others",1,2
"135350","Others",1,2
"135351","Others",1,2
"135352","Others",1,2
"135353","Others",1,2
"135354","Others",1,2
"135355","Others",1,2
"135356","Others",0,2
"135357","Others",0,2
"135358","Others",0,2
"135359","Others",0,2
"135360","Others",0,2
"135361","USA",0,2
"135362","Others",0,2
"135363","Others",1,2
"135364","USA",1,2
"135365","USA",1,2
"135366","USA",1,2
"135367","USA",1,2
"135368","Others",1,2
"135369","Others",0,2
"135370","USA",1,2
"135371","USA",1,2
"135372","Others",1,2
"135373","Others",0,2
"135374","Others",0,2
"135375","USA",0,2
"135376","USA",0,2
"135377","USA",0,2
"135378","USA",0,2
"135379","Others",0,2
"135380","USA",0,2
"135381","USA",1,2
"135382","Others",1,2
"135383","USA",1,2
"135384","USA",1,2
"135385","USA",1,2
"135386","Others",1,2
"135387","USA",0,2
"135388","USA",0,2
"135389","USA",0,2
"135390","Others",1,2
"135391","USA",1,2
"135392","USA",1,2
"135393","USA",1,2
"135394","USA",1,2
"135395","USA",4,2
"135396","USA",4,2
"135397","USA",4,2
"135398","USA",1,2
"135399","USA",1,2
"135400","USA",1,2
"135401","Others",1,2
"135402","USA",1,2
"135403","USA",1,2
"135404","Others",1,2
"135405","Others",1,2
"135406","USA",1,2
"135407","USA",1,2
"135408","USA",2,2
"135409","USA",1,2
"135410","USA",4,2
"135411","USA",4,2
"135412","USA",1,2
"135413","USA",1,2
"135414","Others",0,2
"135415","USA",0,2
"135416","USA",1,2
"135417","USA",0,2
"135418","USA",0,2
"135419","USA",0,2
"135420","Others",3,3
"135421","USA",0,2
"135422","USA",1,2
"135423","USA",1,2
"135424","Canada",0,2
"135425","USA",0,2
"135426","Canada",0,2
"135427","Canada",0,2
"135428","USA",0,2
"135429","USA",1,2
"135430","USA",1,2
"135431","USA",1,2
"135432","USA",0,2
"135433","USA",1,2
"135434","Canada",0,2
"135435","USA",0,2
"135436","Others",0,2
"135437","Others",0,2
"135438","Others",0,2
"135439","Others",0,2
"135440","USA",0,2
"135441","USA",0,2
"135442","USA",0,2
"135443","USA",0,2
"135444","USA",0,2
"135445","USA",0,2
"135446","USA",0,2
"135447","USA",0,2
"135448","USA",0,2
"135449","Others",1,2
"135450","Others",1,2
"135451","Others",1,2
"135452","USA",1,2
"135453","USA",0,2
"135454","USA",0,2
"135456","USA",0,2
"135457","USA",0,2
"135458","USA",0,2
"135459","USA",0,2
"135460","Others",0,2
"135461","USA",0,2
"135462","USA",3,2
"135463","USA",1,2
"135464","Others",1,2
"135465","Others",1,2
"135466","Others",1,2
"135467","Others",1,2
"135468","USA",1,2
"135469","Others",1,2
"135470","Others",1,2
"135471","Others",1,2
"135472","Others",1,2
"135473","Others",1,2
"135474","Others",1,2
"135475","Others",1,2
"135476","USA",2,2
"135477","USA",1,2
"135478","USA",1,2
"135480","Others",1,2
"135481","Others",1,2
"135482","Others",1,2
"135483","Others",1,2
"135484","USA",0,2
"135485","Others",0,2
"135486","Others",0,2
"135487","Others",0,2
"135488","Others",1,2
"135490","Others",1,2
"135491","USA",1,2
"135493","USA",1,2
"135494","Others",1,2
"135495","USA",1,2
"135496","Others",1,2
"135497","Others",1,2
"135498","Others",0,2
"135499","Others",0,2
"135500","USA",2,2
"135501","USA",0,2
"135502","USA",0,2
"135503","USA",0,2
"135504","USA",3,3
"135505","USA",0,2
"135506","Others",0,2
"135507","Others",1,2
"135508","Others",2,2
"135509","Others",1,2
"135510","USA",2,2
"135511","Others",1,2
"135512","USA",2,2
"135513","USA",2,2
"135514","USA",2,2
"135515","Others",1,2
"135516","Others",1,2
"135518","Others",1,2
"135519","Others",1,2
"135520","Others",1,2
"135521","Others",1,2
"135522","Others",0,2
"135523","USA",0,2
"135526","Others",0,2
"135527","Others",0,2
"135528","Others",0,2
"135529","Others",4,3
"135530","Others",0,2
"135531","Others",1,2
"135532","USA",1,2
"135533","USA",1,2
"135534","USA",0,2
"135535","Others",0,2
"135536","Others",0,2
"135537","USA",0,2
"135538","Others",0,2
"135539","Others",0,2
"135540","Others",0,2
"135541","Others",0,2
"135542","Others",0,2
"135543","Others",0,2
"135544","Others",0,2
"135545","Others",0,2
"135546","Others",0,2
"135547","USA",0,2
"135548","USA",2,2
"135549","USA",2,2
"135550","USA",2,2
"135551","USA",2,2
"135552","USA",2,2
"135553","USA",2,2
"135554","Others",0,2
"135555","Others",0,2
"135556","Others",0,2
"135557","Others",0,2
"135558","Others",0,2
"135559","Others",0,2
"135560","Others",0,2
"135561","Others",0,2
"135562","Others",0,2
"135563","Others",0,2
"135564","Others",0,2
"135565","Others",0,2
"135566","Others",0,2
"135567","Others",0,2
"135568","Others",0,2
"135569","Others",1,2
"135570","Others",1,2
"135571","Others",0,2
"135572","Others",0,2
"135573","USA",0,2
"135574","USA",0,2
"135575","USA",0,2
"135576","USA",9.04166666666667,3
"135577","USA",0,2
"135578","USA",0,2
"135579","USA",0,2
"135580","USA",0,2
"135581","USA",0,2
"135582","USA",0,2
"135583","USA",0,2
"135584","USA",0,2
"135585","USA",0,2
"135586","USA",0,2
"135587","USA",0,2
"135588","USA",0,2
"135589","USA",0,2
"135590","USA",0,2
"135591","USA",0,2
"135592","USA",0,2
"135593","USA",0,2
"135594","USA",0,2
"135595","USA",0,2
"135596","USA",0,2
"135597","USA",0,2
"135598","USA",0,2
"135599","USA",0,2
"135600","USA",0,2
"135601","USA",0,2
"135602","USA",0,2
"135603","USA",0,2
"135604","USA",0,2
"135605","USA",5,3
"135606","USA",0,2
"135607","USA",0,2
"135608","USA",0,2
"135609","USA",0,2
"135610","USA",0,2
"135611","USA",0,2
"135612","USA",0,2
"135613","USA",0,2
"135614","USA",0,2
"135615","USA",0,2
"135616","USA",0,2
"135617","USA",0,2
"135618","USA",0,2
"135619","USA",0,2
"135620","USA",0,2
"135621","USA",0,2
"135622","USA",0,2
"135623","USA",0,2
"135624","USA",0,2
"135625","USA",0,2
"135626","USA",0,2
"135627","USA",0,2
"135628","USA",0,2
"135629","USA",0,2
"135630","USA",0,2
"135631","USA",0,2
"135632","USA",0,2
"135633","USA",0,2
"135634","USA",0,2
"135635","USA",0,2
"135636","USA",0,2
"135637","USA",0,2
"135638","USA",0,2
"135639","USA",0,2
"135640","USA",0,2
"135641","USA",0,2
"135642","USA",0,2
"135643","USA",0,2
"135644","USA",0,2
"135645","USA",0,2
"135646","USA",0,2
"135647","USA",0,2
"135648","USA",0,2
"135649","USA",0,2
"135650","USA",0,2
"135651","USA",0,2
"135652","USA",0,2
"135653","USA",0,2
"135654","USA",0,2
"135655","USA",0,2
"135656","USA",0,2
"135657","USA",0,2
"135658","USA",0,2
"135659","USA",0,2
"135660","USA",0,2
"135661","USA",0,2
"135662","USA",0,2
"135663","USA",0,2
"135664","USA",0,2
"135665","USA",0,2
"135666","USA",0,2
"135667","USA",0,2
"135668","USA",0,2
"135669","USA",0,2
"135670","USA",0,2
"135671","USA",0,2
"135672","Others",0,2
"135673","Others",1,2
"135674","Others",1,2
"135675","USA",1,2
"135676","Others",1,2
"135677","Others",1,2
"135678","USA",1,2
"135679","Others",2,2
"135680","Others",1,2
"135681","Others",1,2
"135682","Others",1,2
"135683","Others",1,2
"135684","Others",0,2
"135685","Others",0,2
"135686","USA",1,2
"135687","USA",1,2
"135688","USA",1,2
"135689","Others",1,2
"135690","Others",1,2
"135691","Others",1,2
"135692","Others",1,2
"135693","USA",1,2
"135694","Others",0,2
"135695","Others",0,2
"135696","Others",0,2
"135697","Others",0,2
"135698","Others",0,2
"135699","Others",0,2
"135700","Others",0,2
"135701","Others",0,2
"135721","USA",0,2
"135722","USA",0,2
"135724","USA",2,2
"135725","USA",2,2
"135726","USA",2,2
"135727","USA",2,2
"135728","USA",2,2
"135729","Others",2,2
"135730","USA",2,2
"135731","USA",2,2
"135732","USA",2,2
"135733","USA",1,2
"135734","Others",1,2
"135735","Others",1,2
"135736","Others",1,2
"135737","USA",1,2
"135738","Others",1,2
"135739","Others",2,2
"135740","USA",0,2
"135741","USA",0,2
"135742","USA",1,2
"135743","USA",0,2
"135744","USA",0,2
"135761","USA",0,2
"135762","Others",0,2
"135763","Others",1,2
"135764","USA",1,2
"135765","USA",1,2
"135766","Others",1,2
"135767","Others",1,2
"135768","USA",0,2
"135769","USA",0,2
"135770","USA",0,2
"135771","Others",1,2
"135772","Others",1,2
"135773","Others",1,2
"135774","Others",1,2
"135775","Others",1,2
"135776","Others",1,2
"135777","Others",1,2
"135778","USA",0,2
"135779","USA",0,2
"135780","USA",0,2
"135781","USA",0,2
"135782","USA",0,2
"135783","USA",0,2
"135784","Others",0,2
"135785","Others",0,2
"135786","Others",0,2
"135801","Others",1,2
"135802","Others",1,2
"135803","Others",0,2
"135804","Others",1,2
"135805","Others",1,2
"135806","Others",1,2
"135807","USA",4,2
"135808","USA",4,2
"135809","USA",4,2
"135810","Others",0,2
"135811","Others",0,2
"135812","Others",0,2
"135813","USA",2,2
"135814","USA",2,2
"135815","USA",2,2
"135816","USA",2,2
"135817","Others",1,2
"135821","USA",0,2
"135822","Others",0,2
"135823","Others",0,2
"135824","Others",1,2
"135825","Others",1,2
"135826","Others",0,2
"135827","Others",0,2
"135828","Others",0,2
"135829","Others",4,2
"135830","Others",4,2
"135831","Others",1,2
"135832","Others",1,2
"135833","Others",1,2
"135834","Others",1,2
"135835","Others",1,2
"135836","USA",1,2
"135837","USA",1,2
"135838","Others",1,2
"135839","USA",1,2
"135840","Others",1,2
"135841","Others",1,2
"135842","Others",0,2
"135843","Others",0,2
"135844","Others",0,2
"135845","Others",0,2
"135846","Others",0,2
"135861","USA",1,2
"135862","Others",0,2
"135863","USA",0,2
"135864","USA",0,2
"135865","USA",0,2
"135866","USA",2,2
"135867","USA",2,2
"135868","Others",0,2
"135869","Others",0,2
"135870","Others",0,2
"135871","Others",0,2
"135872","Others",0,2
"135873","Others",0,2
"135874","Others",0,2
"135875","Others",0,2
"135876","Others",0,2
"135877","Others",0,2
"135878","Others",0,2
"135879","Others",1,2
"135880","Others",1,2
"135881","USA",1,2
"135882","Others",1,2
"135883","Others",1,2
"135884","Others",1,2
"135885","Others",1,2
"135886","Others",1,2
"135887","Others",1,2
"135888","Others",1,2
"135889","USA",3,3
"135890","USA",1,2
"135891","USA",0,2
"135892","Others",0,2
"135893","USA",0,2
"135894","USA",0,2
"135895","USA",0,2
"135897","USA",0,2
"135898","USA",1,2
"135899","USA",1,2
"135900","USA",0,2
"135901","Others",0,2
"135902","USA",0,2
"135903","USA",0,2
"135904","Others",0,2
"135905","Others",0,2
"135906","Others",0,2
"135907","Others",0,2
"135908","Others",0,2
"135909","Others",0,2
"135910","Others",0,2
"135911","Others",1,2
"135912","USA",0,2
"135913","Others",0,2
"135914","Others",1,2
"135915","Others",1,2
"135916","Others",1,2
"135917","Others",1,2
"135918","Others",1,2
"135920","USA",7,2
"135922","Others",1,2
"135926","Others",1,2
"135928","Others",1,2
"135929","USA",2,2
"135931","USA",2,2
"135933","USA",2,2
"135935","USA",2,2
"135936","USA",2,2
"135937","USA",0,2
"135939","USA",2,2
"135940","USA",2,2
"135941","USA",2,2
"135942","USA",2,2
"135943","USA",2,2
"135944","USA",2,2
"135945","USA",6,3
"135949","USA",0,2
"135950","USA",0,2
"135951","USA",0,2
"135952","USA",0,2
"135953","USA",0,2
"135956","USA",0,2
"135961","USA",0,2
"135962","Others",0,2
"135963","Others",0,2
"135964","Others",0,2
"135965","USA",0,2
"135966","USA",0,2
"135967","USA",0,2
"135968","USA",0,2
"135969","USA",0,2
"135970","USA",0,2
"135971","USA",0,2
"135972","USA",2,2
"135973","USA",2,2
"135974","USA",2,2
"135975","Others",1,2
"135977","Others",1,2
"135978","Others",1,2
"135981","USA",1,2
"135982","Others",1,2
"135983","Others",1,2
"136001","Others",1,2
"136002","USA",0,2
"136003","USA",0,2
"136004","USA",0,2
"136005","USA",2,2
"136006","USA",2,2
"136007","USA",2,2
"136008","USA",0,2
"136009","USA",0,2
"136010","USA",0,2
"136011","USA",0,2
"136012","USA",0,2
"136013","USA",0,2
"136014","USA",0,2
"136015","USA",0,2
"136016","USA",0,2
"136017","Canada",0,2
"136018","Canada",0,2
"136019","USA",0,2
"136020","USA",0,2
"136021","USA",0,2
"136022","USA",0,2
"136023","USA",0,2
"136024","USA",0,2
"136025","USA",6,3
"136026","USA",0,2
"136027","USA",1,2
"136028","USA",0,2
"136029","USA",0,2
"136030","USA",0,2
"136031","USA",2,2
"136032","USA",2,2
"136033","Others",2,2
"136034","USA",2,2
"136042","Others",1,3
"136043","Others",5,3
"136044","USA",0,2
"136045","USA",0,2
"136046","Others",1,3
"136047","USA",2,2
"136048","Others",4,2
"136049","Others",4,2
"136050","Others",1,2
"136051","Others",1,2
"136052","USA",2,2
"136053","USA",2,2
"136054","USA",2,2
"136055","Others",1,2
"136056","USA",1,2
"136057","Others",1,2
"136058","Others",1,2
"136059","Canada",1,2
"136060","USA",0,2
"136061","USA",0,2
"136062","Others",1,2
"136063","Others",1,2
"136064","Others",1,2
"136065","Others",1,2
"136066","Others",4,2
"136067","Others",1,2
"136068","Others",0,2
"136069","USA",0,2
"136070","USA",0,2
"136071","USA",0,2
"136072","USA",0,2
"136073","Others",0,2
"136074","Others",0,2
"136075","USA",0,2
"136076","Others",0,2
"136077","USA",4,2
"136078","USA",4,2
"136079","USA",4,2
"136080","USA",4,2
"136081","Others",0,2
"136082","Others",1,2
"136083","Others",1,2
"136101","Others",1,2
"136102","Others",0,2
"136103","USA",0,2
"136104","USA",0,2
"136105","USA",1,2
"136106","Others",1,2
"136107","USA",1,2
"136108","Others",0,2
"136109","Others",0,2
"136110","USA",0,2
"136111","Others",2,2
"136112","USA",0,2
"136113","USA",0,2
"136114","USA",0,2
"136115","USA",0,2
"136116","USA",0,2
"136117","Others",1,2
"136118","USA",1,2
"136119","USA",1,2
"136120","USA",0,2
"136122","USA",0,2
"136125","Others",1,2
"136126","Others",1,2
"136127","Others",1,2
"136128","USA",1,2
"136129","Others",1,2
"136130","Others",1,2
"136131","Others",1,2
"136132","Others",1,2
"136133","Others",1,2
"136134","Others",1,2
"136135","USA",2,2
"136136","USA",1,2
"136137","USA",0,2
"136138","USA",0,2
"136139","USA",0,2
"136140","USA",0,2
"136141","USA",0,2
"136142","USA",1,2
"136143","USA",1,2
"136145","USA",0,2
"136146","USA",0,2
"136147","USA",0,2
"136148","USA",0,2
"136149","USA",0,2
"136151","Others",3,2
"136152","Others",0,2
"136153","Others",0,2
"136154","Others",0,2
"136155","Others",0,2
"136156","Others",1,2
"136158","Others",1,2
"136160","Others",1,2
"136161","Others",1,2
"136162","Others",1,2
"136163","USA",0,2
"136164","USA",0,2
"136165","USA",0,2
"136167","USA",0,2
"136170","USA",0,2
"136181","USA",0,2
"136182","USA",0,2
"136183","USA",0,2
"136184","USA",0,2
"136185","Others",1,2
"136186","Others",1,2
"136187","USA",1,2
"136188","Others",0,2
"136189","USA",1,2
"136190","USA",2,2
"136191","USA",1,2
"136192","Others",1,2
"136193","Others",1,2
"136194","Others",1,2
"136195","Others",1,2
"136196","Others",1,2
"136197","Others",1,2
"136198","Others",1,2
"136199","Others",1,2
"136200","Others",1,2
"136201","Others",1,2
"136202","USA",0,2
"136203","USA",0,2
"136204","USA",0,2
"136205","USA",0,2
"136206","USA",0,2
"136207","Others",0,2
"136208","USA",0,2
"136209","Others",0,2
"136210","Others",0,2
"136211","USA",1,2
"136212","Others",0,2
"136213","Others",0,2
"136214","Others",0,2
"136215","Others",0,2
"136216","Others",0,2
"136217","Others",1,2
"136218","Others",0,2
"136219","Others",1,2
"136220","Others",5,2
"136221","Others",1,2
"136222","USA",2,2
"136223","Others",1,2
"136224","Others",1,2
"136225","Others",0,2
"136226","Others",0,2
"136227","Others",0,2
"136228","Others",0,2
"136229","Others",0,2
"136230","USA",0,2
"136232","USA",0,2
"136233","USA",0,2
"136235","USA",0,2
"136236","USA",4,3
"136239","USA",2,2
"136240","Others",0,2
"136241","USA",0,2
"136242","USA",0,2
"136243","USA",1,2
"136244","USA",1,2
"136245","Others",1,2
"136246","Others",1,2
"136247","Others",1,2
"136248","Others",1,2
"136249","Others",0,2
"136250","Others",0,2
"136251","Others",0,2
"136252","Others",0,2
"136253","Others",0,2
"136254","Others",0,2
"136255","Others",0,2
"136256","Others",0,2
"136257","USA",2,2
"136258","USA",2,2
"136259","USA",2,2
"136260","USA",2,2
"136261","USA",2,2
"136281","USA",0,2
"136282","USA",0,2
"136283","Others",0,2
"136284","Others",0,2
"136285","Others",0,2
"136286","Others",0,2
"136287","Others",0,2
"136288","USA",2,2
"136289","Others",1,2
"136290","Others",1,2
"136291","Others",1,2
"136292","Canada",5,2
"136293","Others",1,2
"136294","Others",1,2
"136295","USA",5,3
"136296","USA",2,2
"136297","USA",2,2
"136298","USA",2,2
"136299","USA",2,2
"136300","Others",1,2
"136301","Canada",1,2
"136302","Canada",1,2
"136303","USA",1,2
"136304","Others",1,2
"136305","Others",1,2
"136306","USA",1,2
"136307","USA",1,2
"136308","Canada",1,2
"136309","USA",1,2
"136310","Others",1,2
"136311","USA",1,2
"136312","USA",1,2
"136313","USA",1,2
"136314","USA",1,2
"136315","Canada",1,2
"136316","USA",1,2
"136317","USA",1,2
"136318","Canada",1,2
"136319","Others",1,2
"136320","USA",2,2
"136321","USA",2,2
"136322","USA",2,2
"136323","Others",0,2
"136324","Others",0,2
"136325","Others",0,2
"136326","USA",0,2
"136327","USA",0,2
"136328","USA",0,2
"136329","Others",31,3
"136341","USA",2,2
"136342","Others",5,2
"136343","Others",32,2
"136344","USA",0,2
"136345","USA",0,2
"136346","Others",0,2
"136347","Others",0,2
"136348","USA",0,2
"136349","USA",0,2
"136350","USA",1,2
"136351","Others",18,3
"136352","USA",4,2
"136353","USA",33,2
"136354","USA",2,2
"136355","USA",2,2
"136356","Canada",1,2
"136357","USA",1,2
"136358","Canada",1,2
"136359","Canada",1,2
"136360","USA",2,2
"136361","USA",1,2
"136362","USA",1,2
"136363","USA",1,2
"136364","Others",0,2
"136365","Others",0,2
"136367","Others",0,2
"136369","USA",0,2
"136370","USA",0,2
"136371","USA",0,2
"136372","USA",0,2
"136373","Canada",0,2
"136374","Canada",0,2
"136375","USA",1,2
"136376","USA",1,2
"136377","USA",1,2
"136378","USA",1,2
"136379","USA",2,2
"136380","USA",2,2
"136381","USA",2,2
"136382","Others",0,2
"136383","Others",0,2
"136384","Others",0,2
"136385","Others",0,2
"136386","USA",0,2
"136387","USA",0,2
"136388","USA",0,2
"136389","Others",1,2
"136390","Others",1,2
"136391","Others",1,2
"136392","Others",4,2
"136393","Others",1,2
"136394","Others",1,2
"136395","Others",1,2
"136396","Others",1,2
"136397","Others",1,2
"136398","Others",0,2
"136399","Others",0,2
"136400","Others",0,2
"136401","Others",0,2
"136402","USA",2,2
"136403","USA",2,2
"136404","USA",2,2
"136405","USA",1,2
"136406","Others",1,2
"136407","Others",1,2
"136408","USA",1,2
"136409","USA",1,2
"136410","Others",1,2
"136411","Others",1,2
"136412","USA",1,2
"136413","Others",0,2
"136414","Others",1,2
"136415","Others",0,2
"136416","USA",1,2
"136417","USA",1,2
"136418","USA",1,2
"136419","USA",1,2
"136420","USA",1,2
"136421","USA",1,2
"136422","USA",1,2
"136423","USA",1,2
"136424","USA",1,2
"136425","USA",1,2
"136426","USA",2,2
"136427","USA",1,2
"136428","Others",1,2
"136429","USA",1,2
"136430","USA",32,2
"136431","USA",1,2
"136432","USA",1,2
"136433","USA",1,2
"136434","USA",1,2
"136435","USA",1,2
"136436","Others",1,2
"136437","Others",1,2
"136438","Others",1,2
"136439","Others",3,2
"136440","Others",3,2
"136441","Others",1,2
"136442","USA",1,2
"136443","USA",1,2
"136444","Others",1,2
"136445","USA",0,2
"136446","USA",0,2
"136447","USA",0,2
"136448","USA",0,2
"136449","USA",2,2
"136450","USA",2,2
"136451","Others",0,2
"136452","Others",0,2
"136453","Others",0,2
"136454","Others",0,2
"136455","Others",1,2
"136456","Others",1,2
"136457","Others",0,2
"136458","Others",0,2
"136459","Others",0,2
"136460","Others",0,2
"136461","USA",0,2
"136462","USA",0,2
"136463","USA",0,2
"136464","Others",0,2
"136465","Others",0,2
"136466","Others",0,2
"136467","Others",0,2
"136468","Others",0,2
"136469","Others",0,2
"136470","Others",0,2
"136471","Others",0,2
"136472","Others",0,2
"136473","Others",0,2
"136474","Others",0,2
"136481","USA",6,2
"136482","USA",1,2
"136483","USA",1,2
"136484","USA",1,2
"136485","USA",1,2
"136486","USA",1,2
"136487","USA",0,2
"136488","USA",18,2
"136489","USA",2,2
"136490","USA",2,2
"136491","USA",0,2
"136492","USA",0,2
"136493","USA",2,3
"136494","USA",2,3
"136495","Others",0,2
"136496","Others",0,2
"136497","USA",0,2
"136498","USA",0,2
"136499","USA",0,2
"136500","USA",0,2
"136501","USA",0,2
"136502","USA",0,2
"136503","Others",0,2
"136504","Others",0,2
"136505","Others",0,2
"136506","Others",0,2
"136507","Others",0,2
"136508","Others",0,2
"136509","Others",0,2
"136510","Others",0,2
"136511","Others",0,2
"136512","USA",2,2
"136513","USA",2,2
"136514","USA",2,2
"136515","USA",2,2
"136516","USA",2,2
"136517","USA",2,2
"136518","USA",2,2
"136519","USA",2,2
"136520","USA",0,2
"136521","Others",0,2
"136522","Others",0,2
"136523","USA",2,2
"136524","Others",2,2
"136525","USA",1,2
"136526","USA",0,2
"136527","USA",0,2
"136528","USA",0,2
"136529","USA",0,2
"136541","USA",2,2
"136542","Others",2,2
"136543","USA",1,2
"136544","Others",1,2
"136545","USA",1,2
"136546","USA",2,2
"136547","Others",1,2
"136548","Others",1,2
"136549","USA",4,2
"136550","Others",1,2
"136551","Others",2,2
"136552","USA",1,2
"136553","Others",1,2
"136554","USA",1,2
"136555","USA",1,2
"136556","USA",2,2
"136557","USA",2,2
"136558","USA",2,2
"136559","USA",2,2
"136560","USA",2,2
"136561","USA",2,2
"136562","Others",2,2
