"Stec ID","Activity","Start datetime","Destination","Status","Activity instance"
129287,"Production","2021-01-04","USA","Start",1
129288,"Production","2021-01-04","USA","Start",2
129289,"Production","2021-01-04","USA","Start",3
129290,"Production","2021-01-04","Others","Start",4
129291,"Production","2021-01-04","Others","Start",5
129292,"Production","2021-01-04","Others","Start",6
129293,"Production","2021-01-04","Others","Start",7
129294,"Production","2021-01-04","Others","Start",8
129295,"Production","2021-01-04","Others","Start",9
129296,"Production","2021-01-05","USA","Start",10
129297,"Production","2021-01-05","USA","Start",11
129298,"Production","2021-01-05","USA","Start",12
129299,"Production","2021-01-05","USA","Start",13
129300,"Production","2021-01-05","USA","Start",14
129301,"Production","2021-01-05","Others","Start",15
129302,"Production","2021-01-05","Others","Start",16
129303,"Production","2021-01-05","Others","Start",17
129304,"Production","2021-01-05","Others","Start",18
129305,"Production","2021-01-05","Others","Start",19
129311,"Production","2021-01-05","USA","Start",20
129312,"Production","2021-01-05","USA","Start",21
129313,"Production","2021-01-05","USA","Start",22
129315,"Production","2021-01-06","USA","Start",23
129316,"Production","2021-01-06","USA","Start",24
129317,"Production","2021-01-06","USA","Start",25
129318,"Production","2021-01-06","USA","Start",26
129319,"Production","2021-01-06","USA","Start",27
129320,"Production","2021-01-06","Others","Start",28
129321,"Production","2021-01-06","Others","Start",29
129322,"Production","2021-01-06","Others","Start",30
129323,"Production","2021-01-06","Others","Start",31
129332,"Production","2021-01-07","Others","Start",32
129333,"Production","2021-01-07","Others","Start",33
129343,"Production","2021-01-04","USA","Start",34
129344,"Production","2021-01-04","USA","Start",35
129345,"Production","2021-01-04","USA","Start",36
129346,"Production","2021-01-04","USA","Start",37
129347,"Production","2021-01-04","USA","Start",38
129348,"Production","2021-01-04","USA","Start",39
129349,"Production","2021-01-04","USA","Start",40
129350,"Production","2021-01-07","USA","Start",41
129370,"Production","2021-01-04","USA","Start",42
129371,"Production","2021-01-04","USA","Start",43
129372,"Production","2021-01-04","USA","Start",44
129373,"Production","2021-01-07","USA","Start",45
129374,"Production","2021-01-07","USA","Start",46
129375,"Production","2021-01-07","USA","Start",47
129376,"Production","2021-01-07","USA","Start",48
129377,"Production","2021-01-08","USA","Start",49
129378,"Production","2021-01-06","Others","Start",50
129379,"Production","2021-01-06","USA","Start",51
129380,"Production","2021-01-06","USA","Start",52
129387,"Production","2021-01-08","Others","Start",53
129388,"Production","2021-01-08","USA","Start",54
129389,"Production","2021-01-08","USA","Start",55
129390,"Production","2021-01-08","USA","Start",56
129391,"Production","2021-01-11","USA","Start",57
129392,"Production","2021-01-11","USA","Start",58
129393,"Production","2021-01-11","USA","Start",59
129394,"Production","2021-01-11","Others","Start",60
129395,"Production","2021-01-11","Others","Start",61
129396,"Production","2021-01-11","Others","Start",62
129397,"Production","2021-01-11","Others","Start",63
129398,"Production","2021-01-11","USA","Start",64
129400,"Production","2021-01-05","Others","Start",65
129401,"Production","2021-01-06","Others","Start",66
129402,"Production","2021-01-07","Others","Start",67
129403,"Production","2021-01-11","USA","Start",68
129404,"Production","2021-01-11","USA","Start",69
129405,"Production","2021-01-04","USA","Start",70
129406,"Production","2021-01-11","Canada","Start",71
129409,"Production","2021-01-08","Others","Start",72
129411,"Production","2021-01-08","Others","Start",73
129412,"Production","2021-01-08","Others","Start",74
129413,"Production","2021-01-08","Others","Start",75
129420,"Production","2021-01-11","USA","Start",76
129421,"Production","2021-01-11","USA","Start",77
129422,"Production","2021-01-11","USA","Start",78
129423,"Production","2021-01-11","USA","Start",79
129424,"Production","2021-01-11","Others","Start",80
129425,"Production","2021-01-11","Others","Start",81
129426,"Production","2021-01-12","Others","Start",82
129427,"Production","2021-01-12","Canada","Start",83
129428,"Production","2021-01-12","Canada","Start",84
129429,"Production","2021-01-12","USA","Start",85
129430,"Production","2021-01-12","USA","Start",86
129431,"Production","2021-01-12","Others","Start",87
129432,"Production","2021-01-12","Others","Start",88
129433,"Production","2021-01-12","Others","Start",89
129434,"Production","2021-01-12","Canada","Start",90
129435,"Production","2021-01-12","Canada","Start",91
129436,"Production","2021-01-12","USA","Start",92
129437,"Production","2021-01-12","USA","Start",93
129438,"Production","2021-01-12","USA","Start",94
129439,"Production","2021-01-12","USA","Start",95
129446,"Production","2021-01-08","USA","Start",96
129447,"Production","2021-01-08","USA","Start",97
129448,"Production","2021-01-08","USA","Start",98
129449,"Production","2021-01-08","USA","Start",99
129450,"Production","2021-01-08","USA","Start",100
129451,"Production","2021-01-08","USA","Start",101
129452,"Production","2021-01-13","USA","Start",102
129453,"Production","2021-01-12","Others","Start",103
129454,"Production","2021-01-13","USA","Start",104
129455,"Production","2021-01-13","USA","Start",105
129456,"Production","2021-01-13","USA","Start",106
129457,"Production","2021-01-13","USA","Start",107
129458,"Production","2021-01-13","USA","Start",108
129459,"Production","2021-01-13","USA","Start",109
129460,"Production","2021-01-13","USA","Start",110
129461,"Production","2021-01-13","USA","Start",111
129462,"Production","2021-01-13","USA","Start",112
129463,"Production","2021-01-13","USA","Start",113
129464,"Production","2021-01-04","Others","Start",114
129465,"Production","2021-01-05","Others","Start",115
129466,"Production","2021-01-06","Others","Start",116
129467,"Production","2021-01-06","Others","Start",117
129468,"Production","2021-01-06","USA","Start",118
129469,"Production","2021-01-08","USA","Start",119
129470,"Production","2021-01-08","Others","Start",120
129471,"Production","2021-01-08","Others","Start",121
129472,"Production","2021-01-11","Others","Start",122
129473,"Production","2021-01-12","Others","Start",123
129474,"Production","2021-01-12","Others","Start",124
129479,"Production","2021-01-11","Others","Start",125
129480,"Production","2021-01-11","Others","Start",126
129481,"Production","2021-01-12","Others","Start",127
129482,"Production","2021-01-13","Others","Start",128
129488,"Production","2021-01-14","USA","Start",129
129489,"Production","2021-01-11","Others","Start",130
129490,"Production","2021-01-14","Others","Start",131
129491,"Production","2021-01-14","Others","Start",132
129492,"Production","2021-01-05","Others","Start",133
129493,"Production","2021-01-08","Others","Start",134
129494,"Production","2021-01-11","Others","Start",135
129495,"Production","2021-01-12","Others","Start",136
129496,"Production","2021-01-12","Others","Start",137
129497,"Production","2021-01-12","Others","Start",138
129498,"Production","2021-01-12","Others","Start",139
129499,"Production","2021-01-05","Others","Start",140
129500,"Production","2021-01-07","Others","Start",141
129501,"Production","2021-01-07","Others","Start",142
129502,"Production","2021-01-07","Others","Start",143
129503,"Production","2021-01-08","Others","Start",144
129504,"Production","2021-01-08","Others","Start",145
129505,"Production","2021-01-08","Others","Start",146
129506,"Production","2021-01-11","Others","Start",147
129507,"Production","2021-01-11","Others","Start",148
129508,"Production","2021-01-11","Others","Start",149
129509,"Production","2021-01-12","Others","Start",150
129510,"Production","2021-01-12","Others","Start",151
129519,"Production","2021-01-14","USA","Start",152
129520,"Production","2021-01-14","USA","Start",153
129521,"Production","2021-01-14","USA","Start",154
129522,"Production","2021-01-14","Others","Start",155
129523,"Production","2021-01-14","Others","Start",156
129524,"Production","2021-01-14","Others","Start",157
129525,"Production","2021-01-15","Others","Start",158
129526,"Production","2021-01-12","USA","Start",159
129527,"Production","2021-01-11","USA","Start",160
129528,"Production","2021-01-11","USA","Start",161
129529,"Production","2021-01-12","USA","Start",162
129530,"Production","2021-01-13","USA","Start",163
129531,"Production","2021-01-13","USA","Start",164
129532,"Production","2021-01-15","USA","Start",165
129533,"Production","2021-01-15","USA","Start",166
129534,"Production","2021-01-15","USA","Start",167
129535,"Production","2021-01-15","USA","Start",168
129536,"Production","2021-01-14","USA","Start",169
129537,"Production","2021-01-14","USA","Start",170
129538,"Production","2021-01-14","USA","Start",171
129539,"Production","2021-01-14","USA","Start",172
129541,"Production","2021-01-13","USA","Start",173
129542,"Production","2021-01-13","USA","Start",174
129543,"Production","2021-01-13","USA","Start",175
129544,"Production","2021-01-14","USA","Start",176
129545,"Production","2021-01-14","USA","Start",177
129546,"Production","2021-01-14","USA","Start",178
129551,"Production","2021-01-15","Others","Start",179
129552,"Production","2021-01-15","Others","Start",180
129553,"Production","2021-01-14","Others","Start",181
129554,"Production","2021-01-14","Others","Start",182
129555,"Production","2021-01-14","Others","Start",183
129556,"Production","2021-01-14","Others","Start",184
129557,"Production","2021-01-15","Others","Start",185
129558,"Production","2021-01-15","Others","Start",186
129559,"Production","2021-01-11","USA","Start",187
129560,"Production","2021-01-11","USA","Start",188
129561,"Production","2021-01-13","USA","Start",189
129562,"Production","2021-01-14","USA","Start",190
129563,"Production","2021-01-14","USA","Start",191
129564,"Production","2021-01-14","USA","Start",192
129565,"Production","2021-01-14","USA","Start",193
129566,"Production","2021-01-15","USA","Start",194
129567,"Production","2021-01-15","USA","Start",195
129568,"Production","2021-01-15","USA","Start",196
129570,"Production","2021-01-14","Others","Start",197
129571,"Production","2021-01-14","Others","Start",198
129572,"Production","2021-01-13","Others","Start",199
129573,"Production","2021-01-12","Others","Start",200
129574,"Production","2021-01-12","Others","Start",201
129575,"Production","2021-01-18","Others","Start",202
129576,"Production","2021-01-18","Others","Start",203
129578,"Production","2021-01-18","Others","Start",204
129579,"Production","2021-01-18","Others","Start",205
129587,"Production","2021-01-18","USA","Start",206
129588,"Production","2021-01-18","USA","Start",207
129589,"Production","2021-01-18","USA","Start",208
129590,"Production","2021-01-19","Others","Start",209
129591,"Production","2021-01-19","Others","Start",210
129595,"Production","2021-01-14","Others","Start",211
129599,"Production","2021-01-04","USA","Start",212
129600,"Production","2021-01-05","USA","Start",213
129601,"Production","2021-01-05","USA","Start",214
129602,"Production","2021-01-05","USA","Start",215
129603,"Production","2021-01-05","USA","Start",216
129604,"Production","2021-01-06","USA","Start",217
129605,"Production","2021-01-06","USA","Start",218
129610,"Production","2021-01-18","USA","Start",219
129618,"Production","2021-01-18","Others","Start",220
129619,"Production","2021-01-18","Others","Start",221
129620,"Production","2021-01-18","USA","Start",222
129621,"Production","2021-01-18","USA","Start",223
129622,"Production","2021-01-19","USA","Start",224
129623,"Production","2021-01-19","USA","Start",225
129627,"Production","2021-01-04","USA","Start",226
129628,"Production","2021-01-18","USA","Start",227
129629,"Production","2021-01-19","USA","Start",228
129630,"Production","2021-01-05","USA","Start",229
129631,"Production","2021-01-05","USA","Start",230
129632,"Production","2021-01-05","USA","Start",231
129633,"Production","2021-01-05","USA","Start",232
129635,"Production","2021-01-06","USA","Start",233
129638,"Production","2021-01-14","USA","Start",234
129639,"Production","2021-01-18","Others","Start",235
129640,"Production","2021-01-18","Others","Start",236
129641,"Production","2021-01-18","Others","Start",237
129642,"Production","2021-01-18","Others","Start",238
129643,"Production","2021-01-19","Others","Start",239
129644,"Production","2021-01-19","Others","Start",240
129645,"Production","2021-01-19","Others","Start",241
129646,"Production","2021-01-19","Others","Start",242
129647,"Production","2021-01-19","Others","Start",243
129648,"Production","2021-01-19","Others","Start",244
129649,"Production","2021-01-19","Others","Start",245
129650,"Production","2021-01-19","Others","Start",246
129651,"Production","2021-01-19","Others","Start",247
129652,"Production","2021-01-19","Others","Start",248
129653,"Production","2021-01-19","Others","Start",249
129654,"Production","2021-01-19","Others","Start",250
129655,"Production","2021-01-19","Others","Start",251
129656,"Production","2021-01-19","USA","Start",252
129658,"Production","2021-01-07","Canada","Start",253
129659,"Production","2021-01-18","USA","Start",254
129660,"Production","2021-01-08","Canada","Start",255
129661,"Production","2021-01-11","Canada","Start",256
129665,"Production","2021-01-20","Others","Start",257
129666,"Production","2021-01-18","Others","Start",258
129667,"Production","2021-01-18","Others","Start",259
129668,"Production","2021-01-18","Others","Start",260
129669,"Production","2021-01-19","Others","Start",261
129670,"Production","2021-01-18","USA","Start",262
129671,"Production","2021-01-18","Others","Start",263
129672,"Production","2021-01-19","USA","Start",264
129677,"Production","2021-01-20","Others","Start",265
129678,"Production","2021-01-19","Others","Start",266
129679,"Production","2021-01-19","Others","Start",267
129680,"Production","2021-01-20","USA","Start",268
129681,"Production","2021-01-20","USA","Start",269
129682,"Production","2021-01-20","USA","Start",270
129683,"Production","2021-01-20","USA","Start",271
129684,"Production","2021-01-04","Others","Start",272
129685,"Production","2021-01-05","Others","Start",273
129686,"Production","2021-01-07","Others","Start",274
129687,"Production","2021-01-07","Others","Start",275
129688,"Production","2021-01-07","USA","Start",276
129689,"Production","2021-01-08","Others","Start",277
129690,"Production","2021-01-08","Others","Start",278
129691,"Production","2021-01-12","Others","Start",279
129692,"Production","2021-01-13","Others","Start",280
129693,"Production","2021-01-14","Others","Start",281
129694,"Production","2021-01-14","Others","Start",282
129695,"Production","2021-01-18","Others","Start",283
129696,"Production","2021-01-18","USA","Start",284
129697,"Production","2021-01-18","USA","Start",285
129699,"Production","2021-01-20","USA","Start",286
129700,"Production","2021-01-12","USA","Start",287
129701,"Production","2021-01-21","USA","Start",288
129702,"Production","2021-01-21","USA","Start",289
129703,"Production","2021-01-21","Others","Start",290
129704,"Production","2021-01-21","Others","Start",291
129705,"Production","2021-01-21","Others","Start",292
129706,"Production","2021-01-21","Others","Start",293
129707,"Production","2021-01-21","Others","Start",294
129708,"Production","2021-01-21","Others","Start",295
129709,"Production","2021-01-14","USA","Start",296
129710,"Production","2021-01-18","USA","Start",297
129711,"Production","2021-01-21","USA","Start",298
129712,"Production","2021-01-21","USA","Start",299
129713,"Production","2021-01-21","Others","Start",300
129714,"Production","2021-01-21","Others","Start",301
129715,"Production","2021-01-22","USA","Start",302
129719,"Production","2021-01-20","Others","Start",303
129720,"Production","2021-01-22","Canada","Start",304
129721,"Production","2021-01-22","Canada","Start",305
129722,"Production","2021-01-22","USA","Start",306
129723,"Production","2021-01-21","Others","Start",307
129724,"Production","2021-01-22","USA","Start",308
129725,"Production","2021-01-22","USA","Start",309
129726,"Production","2021-01-18","Others","Start",310
129727,"Production","2021-01-18","Others","Start",311
129728,"Production","2021-01-19","USA","Start",312
129729,"Production","2021-01-19","Others","Start",313
129730,"Production","2021-01-19","Others","Start",314
129731,"Production","2021-01-21","Others","Start",315
129732,"Production","2021-01-19","Others","Start",316
129733,"Production","2021-01-20","Others","Start",317
129735,"Production","2021-01-21","Others","Start",318
129736,"Production","2021-01-22","Others","Start",319
129737,"Production","2021-01-25","Others","Start",320
129738,"Production","2021-01-25","Others","Start",321
129739,"Production","2021-01-25","Others","Start",322
129740,"Production","2021-01-21","Others","Start",323
129745,"Production","2021-01-19","Others","Start",324
129746,"Production","2021-01-19","Others","Start",325
129747,"Production","2021-01-25","USA","Start",326
129749,"Production","2021-01-27","Others","Start",327
129753,"Production","2021-01-27","Others","Start",328
129754,"Production","2021-01-18","USA","Start",329
129755,"Production","2021-01-18","USA","Start",330
129756,"Production","2021-01-19","USA","Start",331
129757,"Production","2021-01-20","USA","Start",332
129758,"Production","2021-01-20","USA","Start",333
129759,"Production","2021-01-20","USA","Start",334
129760,"Production","2021-01-21","USA","Start",335
129761,"Production","2021-01-21","USA","Start",336
129768,"Production","2021-01-27","Others","Start",337
129769,"Production","2021-01-27","Others","Start",338
129770,"Production","2021-01-27","USA","Start",339
129771,"Production","2021-01-27","USA","Start",340
129772,"Production","2021-01-27","USA","Start",341
129773,"Production","2021-01-27","USA","Start",342
129774,"Production","2021-01-27","USA","Start",343
129775,"Production","2021-01-22","Others","Start",344
129776,"Production","2021-01-22","Others","Start",345
129777,"Production","2021-01-22","Others","Start",346
129778,"Production","2021-01-22","Others","Start",347
129779,"Production","2021-01-27","Others","Start",348
129780,"Production","2021-01-27","Others","Start",349
129799,"Production","2021-01-27","USA","Start",350
129819,"Production","2021-01-27","Others","Start",351
129820,"Production","2021-01-27","Others","Start",352
129839,"Production","2021-01-28","Others","Start",353
129840,"Production","2021-01-20","USA","Start",354
129841,"Production","2021-01-20","USA","Start",355
129842,"Production","2021-01-20","USA","Start",356
129843,"Production","2021-01-22","USA","Start",357
129844,"Production","2021-01-25","Others","Start",358
129845,"Production","2021-01-25","Others","Start",359
129846,"Production","2021-01-25","USA","Start",360
129859,"Production","2021-01-25","USA","Start",361
129860,"Production","2021-01-25","USA","Start",362
129861,"Production","2021-01-25","USA","Start",363
129862,"Production","2021-01-27","USA","Start",364
129879,"Production","2021-01-14","USA","Start",365
129880,"Production","2021-01-14","USA","Start",366
129881,"Production","2021-01-14","USA","Start",367
129882,"Production","2021-01-28","Others","Start",368
129883,"Production","2021-01-28","Others","Start",369
129884,"Production","2021-01-18","USA","Start",370
129885,"Production","2021-01-18","USA","Start",371
129886,"Production","2021-01-19","USA","Start",372
129887,"Production","2021-01-28","Others","Start",373
129899,"Production","2021-01-21","USA","Start",374
129900,"Production","2021-01-21","USA","Start",375
129901,"Production","2021-01-27","USA","Start",376
129919,"Production","2021-01-27","USA","Start",377
129920,"Production","2021-01-27","USA","Start",378
129921,"Production","2021-01-28","USA","Start",379
129922,"Production","2021-01-28","USA","Start",380
129959,"Production","2021-01-21","USA","Start",381
129960,"Production","2021-01-22","Others","Start",382
129961,"Production","2021-01-22","Others","Start",383
129962,"Production","2021-01-25","Others","Start",384
129963,"Production","2021-01-25","Others","Start",385
129979,"Production","2021-01-28","Others","Start",386
129980,"Production","2021-01-28","Others","Start",387
129981,"Production","2021-01-27","USA","Start",388
129982,"Production","2021-01-27","USA","Start",389
129999,"Production","2021-01-27","USA","Start",390
130000,"Production","2021-01-27","Others","Start",391
130001,"Production","2021-01-27","Others","Start",392
130019,"Production","2021-01-29","Others","Start",393
130039,"Production","2021-01-29","Others","Start",394
130040,"Production","2021-01-29","Others","Start",395
130059,"Production","2021-01-28","Others","Start",396
130079,"Production","2021-01-07","USA","Start",397
130080,"Production","2021-01-21","USA","Start",398
130081,"Production","2021-01-21","USA","Start",399
130082,"Production","2021-01-22","USA","Start",400
130099,"Production","2021-01-28","Others","Start",401
130100,"Production","2021-01-22","Others","Start",402
130119,"Production","2021-01-25","Others","Start",403
130120,"Production","2021-01-25","Others","Start",404
130139,"Production","2021-01-26","Others","Start",405
130140,"Production","2021-01-27","Others","Start",406
130159,"Production","2021-01-18","USA","Start",407
130179,"Production","2021-01-29","Others","Start",408
130199,"Production","2021-01-28","Others","Start",409
130200,"Production","2021-01-28","Others","Start",410
130201,"Production","2021-01-29","Others","Start",411
130202,"Production","2021-01-18","USA","Start",412
130220,"Production","2021-01-25","USA","Start",413
130239,"Production","2021-01-28","USA","Start",414
130259,"Production","2021-01-29","USA","Start",415
130279,"Production","2021-01-29","USA","Start",416
130280,"Production","2021-01-29","USA","Start",417
130299,"Production","2021-01-28","USA","Start",418
130300,"Production","2021-01-29","USA","Start",419
130301,"Production","2021-01-29","USA","Start",420
130319,"Production","2021-02-11","USA","Start",421
130320,"Production","2021-01-27","USA","Start",422
130321,"Production","2021-01-27","USA","Start",423
130340,"Production","2021-01-27","Canada","Start",424
130341,"Production","2021-01-27","Canada","Start",425
130359,"Production","2021-01-27","Others","Start",426
130379,"Production","2021-02-01","USA","Start",427
130380,"Production","2021-02-01","USA","Start",428
130381,"Production","2021-02-01","USA","Start",429
130382,"Production","2021-02-01","USA","Start",430
130399,"Production","2021-01-14","Others","Start",431
130400,"Production","2021-01-20","Others","Start",432
130401,"Production","2021-01-21","Others","Start",433
130402,"Production","2021-01-25","Others","Start",434
130403,"Production","2021-01-28","Others","Start",435
130419,"Production","2021-01-21","Others","Start",436
130439,"Production","2021-01-29","USA","Start",437
130440,"Production","2021-01-29","USA","Start",438
130459,"Production","2021-01-28","USA","Start",439
130460,"Production","2021-01-28","USA","Start",440
130461,"Production","2021-01-28","USA","Start",441
130462,"Production","2021-01-28","USA","Start",442
130479,"Production","2021-01-27","Others","Start",443
130499,"Production","2021-02-02","USA","Start",444
130500,"Production","2021-02-02","USA","Start",445
130501,"Production","2021-02-02","USA","Start",446
130502,"Production","2021-02-02","USA","Start",447
130503,"Production","2021-02-02","USA","Start",448
130519,"Production","2021-02-01","Others","Start",449
130520,"Production","2021-02-01","Others","Start",450
130539,"Production","2021-01-29","Others","Start",451
130559,"Production","2021-01-29","Others","Start",452
130560,"Production","2021-01-29","Others","Start",453
130561,"Production","2021-01-29","Others","Start",454
130562,"Production","2021-01-29","Others","Start",455
130579,"Production","2021-02-01","Others","Start",456
130580,"Production","2021-02-01","Others","Start",457
130599,"Production","2021-01-28","Others","Start",458
130600,"Production","2021-01-28","Others","Start",459
130619,"Production","2021-01-21","USA","Start",460
130620,"Production","2021-02-01","USA","Start",461
130621,"Production","2021-02-01","USA","Start",462
130622,"Production","2021-02-01","USA","Start",463
130623,"Production","2021-02-01","USA","Start",464
130624,"Production","2021-01-22","USA","Start",465
130625,"Production","2021-01-22","USA","Start",466
130626,"Production","2021-01-27","USA","Start",467
130627,"Production","2021-01-27","USA","Start",468
130628,"Production","2021-01-27","USA","Start",469
130629,"Production","2021-01-29","Others","Start",470
130639,"Production","2021-01-27","USA","Start",471
130640,"Production","2021-02-01","Others","Start",472
130641,"Production","2021-01-27","USA","Start",473
130642,"Production","2021-01-27","USA","Start",474
130643,"Production","2021-01-28","USA","Start",475
130644,"Production","2021-01-29","USA","Start",476
130659,"Production","2021-02-01","Others","Start",477
130660,"Production","2021-02-01","Others","Start",478
130679,"Production","2021-01-28","USA","Start",479
130699,"Production","2021-02-01","USA","Start",480
130700,"Production","2021-02-01","USA","Start",481
130719,"Production","2021-02-02","Others","Start",482
130720,"Production","2021-02-02","Others","Start",483
130721,"Production","2021-02-02","Others","Start",484
130722,"Production","2021-02-02","USA","Start",485
130739,"Production","2021-02-02","Others","Start",486
130740,"Production","2021-02-02","Others","Start",487
130759,"Production","2021-02-01","USA","Start",488
130760,"Production","2021-02-01","USA","Start",489
130761,"Production","2021-02-01","USA","Start",490
130762,"Production","2021-02-01","USA","Start",491
130779,"Production","2021-02-02","USA","Start",492
130780,"Production","2021-02-02","USA","Start",493
130799,"Production","2021-01-27","USA","Start",494
130800,"Production","2021-01-28","USA","Start",495
130801,"Production","2021-02-01","USA","Start",496
130819,"Production","2021-02-02","Others","Start",497
130820,"Production","2021-02-02","Others","Start",498
130821,"Production","2021-02-02","Others","Start",499
130822,"Production","2021-02-02","Others","Start",500
130823,"Production","2021-02-03","Others","Start",501
130824,"Production","2021-02-03","Others","Start",502
130825,"Production","2021-02-03","Others","Start",503
130826,"Production","2021-02-03","Others","Start",504
130827,"Production","2021-02-03","Others","Start",505
130828,"Production","2021-02-03","Others","Start",506
130829,"Production","2021-02-03","Others","Start",507
130830,"Production","2021-02-03","Others","Start",508
130839,"Production","2021-02-02","Others","Start",509
130840,"Production","2021-02-03","Others","Start",510
130841,"Production","2021-02-03","Others","Start",511
130842,"Production","2021-02-03","Others","Start",512
130859,"Production","2021-01-29","USA","Start",513
130860,"Production","2021-01-29","USA","Start",514
130861,"Production","2021-02-01","Others","Start",515
130862,"Production","2021-02-01","Others","Start",516
130863,"Production","2021-02-02","Others","Start",517
130864,"Production","2021-02-02","Others","Start",518
130865,"Production","2021-01-25","USA","Start",519
130866,"Production","2021-01-25","Others","Start",520
130867,"Production","2021-01-25","Others","Start",521
130879,"Production","2021-01-27","Others","Start",522
130880,"Production","2021-01-29","Others","Start",523
130881,"Production","2021-01-29","Others","Start",524
130882,"Production","2021-01-29","Others","Start",525
130883,"Production","2021-02-01","Others","Start",526
130884,"Production","2021-02-01","Others","Start",527
130885,"Production","2021-02-02","Others","Start",528
130899,"Production","2021-02-02","Others","Start",529
130900,"Production","2021-02-02","Others","Start",530
130901,"Production","2021-02-03","Others","Start",531
130902,"Production","2021-02-03","Others","Start",532
130903,"Production","2021-02-03","Others","Start",533
130904,"Production","2021-02-03","USA","Start",534
130906,"Production","2021-02-03","Others","Start",535
130919,"Production","2021-02-03","Others","Start",536
130920,"Production","2021-02-03","Others","Start",537
130921,"Production","2021-02-03","Others","Start",538
130922,"Production","2021-02-03","Others","Start",539
130939,"Production","2021-01-27","Others","Start",540
130941,"Production","2021-02-01","USA","Start",541
130942,"Production","2021-02-01","USA","Start",542
130943,"Production","2021-02-02","Others","Start",543
130959,"Production","2021-02-03","USA","Start",544
130960,"Production","2021-02-03","USA","Start",545
130961,"Production","2021-02-03","USA","Start",546
130962,"Production","2021-02-03","USA","Start",547
130963,"Production","2021-02-03","USA","Start",548
130979,"Production","2021-02-02","Others","Start",549
130980,"Production","2021-02-02","Others","Start",550
130999,"Production","2021-02-01","USA","Start",551
131019,"Production","2021-01-04","USA","Start",552
131020,"Production","2021-01-04","USA","Start",553
131021,"Production","2021-01-05","USA","Start",554
131022,"Production","2021-01-06","USA","Start",555
131023,"Production","2021-01-06","USA","Start",556
131024,"Production","2021-01-06","USA","Start",557
131025,"Production","2021-01-06","USA","Start",558
131026,"Production","2021-01-06","USA","Start",559
131027,"Production","2021-01-07","USA","Start",560
131028,"Production","2021-01-07","USA","Start",561
131029,"Production","2021-01-07","USA","Start",562
131030,"Production","2021-01-07","USA","Start",563
131031,"Production","2021-01-08","USA","Start",564
131032,"Production","2021-01-08","USA","Start",565
131033,"Production","2021-01-08","USA","Start",566
131034,"Production","2021-01-08","USA","Start",567
131035,"Production","2021-01-08","USA","Start",568
131036,"Production","2021-01-08","USA","Start",569
131037,"Production","2021-01-13","USA","Start",570
131038,"Production","2021-01-13","USA","Start",571
131039,"Production","2021-01-13","USA","Start",572
131040,"Production","2021-01-13","USA","Start",573
131041,"Production","2021-01-13","USA","Start",574
131042,"Production","2021-01-13","USA","Start",575
131043,"Production","2021-01-14","USA","Start",576
131044,"Production","2021-01-14","USA","Start",577
131045,"Production","2021-01-14","USA","Start",578
131046,"Production","2021-01-14","USA","Start",579
131047,"Production","2021-01-15","USA","Start",580
131048,"Production","2021-01-15","USA","Start",581
131049,"Production","2021-01-15","USA","Start",582
131050,"Production","2021-01-15","USA","Start",583
131051,"Production","2021-01-18","USA","Start",584
131052,"Production","2021-01-18","USA","Start",585
131059,"Production","2021-01-20","USA","Start",586
131060,"Production","2021-01-20","USA","Start",587
131061,"Production","2021-01-20","USA","Start",588
131062,"Production","2021-01-20","USA","Start",589
131063,"Production","2021-01-21","USA","Start",590
131064,"Production","2021-01-21","USA","Start",591
131065,"Production","2021-01-21","USA","Start",592
131066,"Production","2021-01-21","USA","Start",593
131067,"Production","2021-01-22","USA","Start",594
131068,"Production","2021-01-22","USA","Start",595
131069,"Production","2021-01-25","USA","Start",596
131070,"Production","2021-01-25","USA","Start",597
131071,"Production","2021-01-25","USA","Start",598
131072,"Production","2021-01-25","USA","Start",599
131073,"Production","2021-01-25","USA","Start",600
131074,"Production","2021-01-25","USA","Start",601
131075,"Production","2021-01-27","USA","Start",602
131076,"Production","2021-01-28","USA","Start",603
131077,"Production","2021-01-28","USA","Start",604
131078,"Production","2021-01-28","USA","Start",605
131079,"Production","2021-01-29","USA","Start",606
131080,"Production","2021-01-29","USA","Start",607
131081,"Production","2021-01-29","USA","Start",608
131099,"Production","2021-01-19","USA","Start",609
131100,"Production","2021-01-19","USA","Start",610
131101,"Production","2021-01-19","USA","Start",611
131102,"Production","2021-01-19","USA","Start",612
131103,"Production","2021-01-19","USA","Start",613
131104,"Production","2021-01-19","USA","Start",614
131119,"Production","2021-02-02","USA","Start",615
131120,"Production","2021-02-02","USA","Start",616
131121,"Production","2021-02-02","USA","Start",617
131122,"Production","2021-02-02","USA","Start",618
131123,"Production","2021-02-02","USA","Start",619
131124,"Production","2021-02-02","USA","Start",620
131125,"Production","2021-02-02","USA","Start",621
131126,"Production","2021-02-02","USA","Start",622
131127,"Production","2021-02-01","Others","Start",623
131140,"Production","2021-02-03","USA","Start",624
131159,"Production","2021-02-03","USA","Start",625
131160,"Production","2021-02-03","USA","Start",626
131161,"Production","2021-02-03","USA","Start",627
131179,"Production","2021-02-04","Others","Start",628
131199,"Production","2021-02-04","USA","Start",629
131200,"Production","2021-02-04","Others","Start",630
131219,"Production","2021-02-02","Others","Start",631
131239,"Production","2021-01-28","Canada","Start",632
131240,"Production","2021-01-28","USA","Start",633
131241,"Production","2021-01-28","USA","Start",634
